ticker,bench,corr,beta,sig,print_sigma_pos,print_sigma_neg,dev_best_ranges,bench_best_ranges,time_best_peak_ranges,time_best_norm_ranges
ARDT,IWM,0.46,0.25,4.22,0.293839,-0.258886,0.2,,,
ARE,SPY,0.64,1.04,1.63,-0.094479,-1.856196,0.3–0.7,0.0–0.2;0.4,,09:00
ARES,SPY,0.85,1.7,0.99,1.314141,-2.078788,0.8,0.0–0.1,03:30–09:30,08:30–09:00
ARGT,SPY,0.87,1.31,2.78,0.493921,-0.276115,0.4,0.0;0.4,03:00,09:00
ARGX,QQQ,0.19,0.53,1.14,0.433509,-0.813947,0.2,0.0–0.1;0.4,03:30–09:30,09:00
ARIS,NONE,0.73,1.93,1.83,,,,,,
ARKB,IWM,0.73,1.93,1.83,1.908251,-2.080984,0.3;0.7,0.1–0.2,00:00;02:00;04:30;06:30,08:30
ARKD,NONE,0.94,1.52,1.16,,,,,,
ARKF,IWM,0.94,1.52,1.16,0.244138,-1.161379,0.6;0.8–1.0;1.2,0.0–0.1;0.3–0.4,05:30–09:30,09:00
ARKG,IWM,0.92,1.48,1.18,0.071525,-1.271186,0.2;0.5–0.8,0.0–0.1;0.3;0.6,03:00;04:30;07:00–09:30,05:30;08:00
ARKK,IWM,0.93,1.76,1.37,0.68438,-0.357664,0.2–0.4;0.6–0.7;0.9,0.0;0.2–0.5,00:00–01:00;02:00;03:00–03:30;04:30–05:00;06:00;07:00,08:00
ARKQ,SPY,0.94,2.62,1.33,1.030526,-1.006466,0.7,0.0–0.1,02:30;05:00,09:00
ARKW,QQQ,0.95,1.88,1.24,0.586129,0.062581,0.8;1.2,0.0,06:00,09:00
ARKX,QQQ,0.93,1.43,1.1,0.302455,-1.060909,0.7;0.9;1.1,0.0–0.2;0.4,00:30;04:30;06:00;07:00–09:30,09:00
ARKZ,NONE,0.9,1.26,1.27,,,,,,
ARLO,IWM,0.9,1.26,1.27,0.70126,-0.799685,1.0;1.4,0.0–0.2,02:30,09:00
ARLP,SPY,0.32,0.13,0.81,0.861235,-0.326543,0.2–0.3,0.2–0.3,,07:00;09:00
ARM,QQQ,0.89,2.14,1.59,1.277358,-0.851447,0.2–0.5;0.7–0.8,0.0–0.2;0.4–0.5,00:00–00:30;01:30;02:30–03:00;04:00;05:00–05:30;07:30–09:30,00:30;08:00;09:00
ARMG,QQQ,0.89,4.36,3.31,3.400242,-2.360483,2.7,0.0;0.3–0.4,04:30–09:30,09:00
ARMK,IWM,0.7,0.25,0.41,1.0,-1.091463,0.5;0.7,0.2;0.5,,
ARMU,SPY,0.91,6.73,3.62,7.948812,-2.196519,2.7,,,
ARMW,QQQ,0.93,3.38,3.68,,-2.285272,,,,
AROC,SPY,0.78,0.95,0.77,0.495455,-1.029221,1.3,0.3–0.4,04:00–09:30,09:00
ARQQ,IWM,0.88,3.59,3.42,1.483918,-2.888129,1.9,0.0–0.3,02:00;04:30;05:30;08:00,09:00
ARQT,IWM,0.71,0.46,2.1,0.669619,-0.230095,0.2;0.7,0.0–0.1;0.9,01:30;03:00–03:30;06:30–09:30,09:00
ARR,SPY,0.86,0.54,0.37,0.963784,-1.284324,0.2–0.3;0.6;1.0,0.0–0.1;0.3–0.4,00:00–00:30;02:30;06:30–09:30,08:00;09:00
ARTY,QQQ,0.96,1.64,1.18,0.974576,-0.944407,0.8;2.7,0.0–0.3,00:00;03:30–09:30,09:00
ARW,SPY,0.89,1.5,1.01,0.529703,-1.089109,0.7,0.2–0.3,,09:00
ARWR,IWM,0.76,1.29,1.57,-0.574331,-0.156369,0.7,0.0,05:00;06:00–09:30,09:00
ARX,IWM,0.51,0.84,1.16,0.053793,0.029655,0.7–0.8,0.0;0.2–0.4,,09:00
AS,SPY,0.81,1.72,1.7,0.592941,-0.631059,1.1;1.5,0.1–0.2,00:00,09:00
ASA,IWM,0.43,0.89,1.56,0.393846,-0.993718,0.7–0.8;1.1,0.1;0.3,,08:30–09:00
ASAN,IWM,0.91,1.69,1.39,0.540432,-0.749353,0.2;0.6;1.5;1.7;1.9,0.0–0.5,00:00;02:30;06:00;07:00–09:30,07:00
ASB,KRE,0.94,0.89,0.6,-0.2135,-0.426667,0.4–0.7,0.1–0.3;0.5,,09:00
ASC,SPY,0.17,0.2,0.86,0.4,-0.739535,0.3,0.2,,09:00
ASGI,IWM,0.55,0.16,0.29,1.655172,-3.01931,2.7,0.2,,
ASGN,IWM,0.8,0.77,1.17,0.377436,-0.22812,0.2–0.3;0.5,0.1–0.2;1.3,,09:00
ASH,IWM,0.84,0.77,0.76,0.596053,-0.513026,0.3–0.4,0.2,,09:00
ASHR,QQQ,0.66,0.93,1.18,0.421949,-0.631102,0.3,0.0,00:00;01:30,03:30;08:30
ASHS,NONE,0.88,0.8,0.7,,,,,,
ASIX,IWM,0.88,0.8,0.7,0.317143,0.042857,0.5–0.6;1.0,0.1;0.3,,09:00
ASMB,IWM,0.66,0.63,1.11,0.07027,-0.054775,2.7,0.1;0.4,,09:00
ASMG,QQQ,0.76,2.75,3.4,0.569853,-0.858088,0.2;0.5,0.0–0.3,01:30–02:00;03:00–03:30,04:30
ASML,SOXL,0.8,0.31,1.7,1.424941,-2.115706,0.3–0.5;0.8,0.5;1.6;2.2,00:00–00:30;02:00;03:00;04:30;06:00,03:00;09:00
ASND,IWM,0.01,-0.01,0.86,0.347674,-0.545,0.3,0.2,,
ASO,IWM,0.83,0.96,1.11,-0.067748,-0.375135,1.1,0.0–0.1;0.3,,09:00
ASR,IWM,0.45,0.38,0.62,0.19129,-0.095484,0.5–0.6,0.2–0.3,,09:00
ASTE,IWM,0.9,0.85,0.72,0.399306,-0.449306,0.5;1.3,0.0–0.1,,09:00
ASTH,IWM,0.63,0.5,1.22,0.430328,-0.409836,0.3;0.8,0.2,,09:00
ASTS,SPY,0.84,4.53,3.82,1.622487,-2.480628,0.2–0.3;0.5–0.7;1.0;1.2;1.5,0.0–0.2;0.4,00:00–01:30;02:30–03:00;04:00–04:30;06:30;07:30–09:30,03:30;05:00;09:00
ASTX,SPY,0.84,8.71,7.75,3.3692,-10.180361,2.7,0.0–0.2,02:30;05:30–09:30,09:00
ATAT,IWM,0.66,0.84,1.22,-0.013115,-0.118033,0.5;1.1,0.1;0.4,05:00,09:00
ATEC,SPY,0.51,0.8,2.9,0.202759,0.029655,0.2–0.4;0.6,0.2–0.3,,09:00
ATEN,SPY,0.94,1.31,0.86,0.207209,-0.431744,0.7;1.2,0.0–0.2,,09:00
ATEX,IWM,0.78,0.62,1.37,0.231241,-0.448029,0.2;0.6,0.3;0.5,,09:00
ATFV,QQQ,0.95,1.31,0.99,0.435354,-0.221515,0.5,0.0,,09:00
ATGE,SPY,0.67,0.63,1.18,0.459492,-0.663814,0.3,0.0;0.2;0.6,,09:00
ATGL,IWM,-0.23,-1.48,5.34,,-2.332547,,,,
ATI,SPY,0.89,1.34,1.38,1.382174,-0.294203,0.5;1.2,0.1–0.3,,09:00
ATKR,IWM,0.9,1.09,0.82,1.173171,-0.47122,0.6;1.0;2.7,0.1–0.3,,09:00
ATLC,SPY,0.72,0.97,1.06,0.922264,-0.188208,0.7,0.2,,09:00
ATMU,IWM,0.9,0.79,0.82,0.377073,-0.525976,0.7,0.0;0.2,,09:00
ATMV,XLF,0.16,-0.33,12.23,0.5023635,-1.818823,,,,
ATO,XLE,0.01,0.15,0.49,1.316327,-0.738776,1.6,0.2,,
ATR,IWM,0.33,0.24,0.98,0.491837,-0.557959,0.3;0.5,0.4,,09:00
ATRA,IWM,0.75,1.12,1.53,0.319216,0.585882,2.7,0.1–0.2,,09:00
ATRC,IWM,0.84,0.64,0.83,0.744578,-0.469398,0.7,0.3–0.4,,09:00
ATRO,SPY,0.87,2.09,1.84,0.39788,-2.111196,1.1;2.7,0.0–0.3,02:00;04:00,09:00
AU,GDX,0.96,1.22,2.35,0.006468,-0.753447,0.2–0.6;0.8,0.0–0.1;0.4;0.6;1.1,00:00–01:30;03:30–05:00;06:00;07:00;08:00–09:30,08:30
AUB,KRE,0.91,1.01,0.74,-0.253784,-0.448243,0.4–0.5,0.2–0.4,,
AUGO,GDX,0.9,1.13,2.22,0.434865,-0.358018,0.8;1.3,1.1,02:30,08:30
AUMI,IWM,0.58,1.5,2.0,-0.02,-0.2225,,0.2,,09:00
AUPH,IWM,0.71,0.49,1.14,0.148947,-0.022105,0.3;0.5–0.6,0.0–0.4,,09:00
AURU,SPY,0.91,6.07,4.23,2.5469150000000003,,,,,
AVA,XLE,0.02,-0.08,0.43,0.882791,-1.053023,0.8,0.5,,
AVAV,SPY,0.81,2.87,1.76,2.106591,-3.575398,2.7,0.0–0.3,00:00;03:30;05:30,09:00
AVB,IWM,0.24,0.16,0.56,0.723571,-0.188571,0.6;0.8,0.2,,09:00
AVBP,IWM,0.78,0.54,0.82,0.161707,-0.953415,1.0,0.1,,09:00
AVDL,IWM,0.41,0.27,2.7,0.464148,-0.36537,0.3,,,09:00
AVDV,QQQ,0.82,0.55,0.57,1.064035,-1.750877,0.3,0.0–0.1,,07:00
AVEM,QQQ,0.88,1.33,0.78,0.580128,-1.342436,0.3,0.0;0.4,,09:00
AVGG,IWM,0.76,2.15,5.13,0.323587,-0.525926,0.5;0.7,0.1;0.3,04:30–09:30,09:00
AVGO,SPY,0.8,2.07,2.56,0.184102,-0.689023,0.2–0.8,0.0–0.1;0.3;0.7,00:00–01:30;03:00;04:00–04:30;05:30;06:30–07:00;08:00,09:00
AVGU,SPY,0.71,4.33,5.32,0.947857,-0.641729,2.7,0.0–0.1,,08:30–09:00
AVGW,SPY,0.78,2.77,2.8,0.375679,-0.549,2.7,0.1,,09:00
AVGX,IWM,0.75,2.33,5.18,0.587973,-0.65888,0.2–0.8;1.0;1.2;1.4,0.0;0.2–0.3;0.5,00:00;02:00;03:00–04:00;05:00–07:00,02:00;05:00;07:00;08:00;09:00
AVL,SPY,0.76,3.98,5.15,0.861165,-0.508078,0.9,0.0–0.2,03:00–04:30;07:00–07:30,09:00
AVNS,SPY,0.6,0.48,1.35,0.372444,-0.572148,0.5,0.4,,
AVNT,IWM,0.87,0.92,0.96,-0.079167,-0.322917,0.6;0.8,0.0,,09:00
AVNW,SPY,0.85,1.43,1.31,1.213053,-0.565573,2.7,0.0–0.1,,09:00
AVO,SPY,0.31,0.19,0.59,1.13678,-0.609831,0.4,0.0,,09:00
AVPT,SPY,0.8,1.48,1.24,-0.032258,-0.243226,1.1;1.7–1.8,0.0–0.2,05:00,09:00
AVS,QQQ,-0.74,-1.7,2.6,0.816538,-0.072308,0.2–0.3;0.5,0.0–0.1,00:30;04:00;05:00–09:30,09:00
AVT,IWM,0.84,0.57,1.05,0.498,-0.352762,0.4–0.5,0.3,,09:00
AVTR,IWM,0.68,0.81,2.46,0.161423,-0.417358,0.2–0.3;0.5–0.6,0.1–0.3,,09:00
AVUV,IWM,0.97,0.75,0.51,0.323529,-0.151961,0.2–0.4,0.0,05:30–09:30,09:00
AVXL,IWM,0.54,0.35,6.02,0.120847,-0.13330550000000002,0.2,,,09:00
AVXX,SPY,0.88,6.99,4.68,,,,,,
AVY,SPY,0.51,0.42,0.55,1.235636,-1.249091,0.5;0.7,0.0–0.2,,09:00
AWAY,IWM,0.81,0.78,0.76,0.5131575,-1.357368,,,,
AWI,IWM,0.73,0.42,0.52,0.320385,-0.206538,0.7,0.1,,09:00
AWK,IWM,-0.25,-0.03,0.57,0.715263,-1.537368,0.5,0.2,,09:00
AWR,IWM,-0.11,0.09,0.6,1.0215,-0.548333,0.3,0.1,,09:00
AX,KRE,0.92,0.99,0.76,0.375526,0.033553,0.5,0.4,,
AXGN,SPY,0.67,0.76,1.81,0.119116,-0.230497,0.2;0.5,0.0;0.3–0.4,04:00–09:30,09:00
AXON,SPY,0.87,1.43,2.61,0.501648,-0.43,0.2–0.4,0.3,03:30–09:30,08:30–09:00
AXP,XLF,0.89,1.17,0.6,0.301667,-0.3165,0.2;0.5–0.6;1.0,0.1–0.4,00:00;03:30,09:00
AXS,XLF,0.51,0.64,0.61,1.336393,-0.500328,0.4,0.0;0.2;0.4,,
AXSM,IWM,0.45,0.17,1.14,0.252632,-0.736754,0.2,0.2,,
AXTA,IWM,0.83,0.94,0.85,0.288471,-0.547529,0.3,0.2–0.4,,
AXUP,QQQ,0.56,1.23,6.38,0.243229,-3.9527745,,,,
AYI,IWM,0.91,0.88,1.0,0.4068,-0.118,0.2;0.5–0.6,0.4,,09:00
AZN,SPY,0.16,0.12,1.11,0.812252,-0.540541,0.2;0.4,0.2,02:00;03:00,05:30
AZO,IWM,-0.17,0.0,0.61,0.819672,-1.52459,0.5,0.2–0.3;0.6,01:30–09:30,
AZTA,IWM,0.82,0.97,1.04,0.746731,-0.749135,0.8;2.7,0.0;0.2,,09:00
AZYY,SPY,0.66,0.66,0.85,,-0.596353,,,,
AZZ,SPY,0.85,0.85,1.48,0.235473,-0.821959,0.2,0.0;0.3,,09:00
B,GDX,0.95,0.73,1.79,0.209888,-0.71486,0.2–0.5,0.0–0.3;0.5–0.6;0.8;1.0;1.4;1.6–1.8,00:00–06:00;07:00–09:30,08:00
BA,SPY,0.88,0.96,0.84,0.181429,-0.292381,0.2–0.6,0.0–0.4;0.7–0.9;1.2,00:00;01:00;02:00–04:30;05:30–09:30,08:30
BABA,KWEB,0.91,1.43,2.44,0.616434,-0.800492,0.2–0.4,0.1–0.2,00:00;01:00–02:00,08:30–09:00
BABO,SPY,0.69,2.49,1.8,1.977611,-2.325667,2.7,0.1,04:30–09:30,09:00
BABW,IWM,0.83,2.11,2.51,1.598247,,,,,
BABX,IWM,0.69,4.92,4.9,3.527102,-4.018531,0.2;1.9,0.0–0.1;0.3,00:00;01:00;04:00–04:30;08:00,04:30;08:30–09:00
BAC,KRE,0.86,0.67,0.61,0.109016,-1.391967,0.3;0.5;0.7,0.0;0.3–0.4,03:30–09:30,09:00
BAC/PP,SPY,0.66,0.44,0.3,1.270667,-0.933333,0.2,0.1;0.3,,08:30
BAC/PQ,SPY,0.64,0.45,0.33,0.069697,-1.513636,1.0;2.7,0.0–0.1,04:00–09:30,09:00
BACQ,SPY,0.69,0.29,0.54,0.345,-1.0,,0.0,04:00,08:30–09:00
BAGY,IWM,0.73,1.78,1.63,1.853865,-1.410675,,0.2,,09:00
BAH,IWM,0.22,0.16,1.05,0.327238,-0.254095,0.2,0.3;0.6,,08:30
BAI,QQQ,0.97,2.21,1.4,1.652929,-1.050857,2.7,0.0–0.2,04:00–09:30,09:00
BAIG,IWM,0.83,6.68,7.64,2.109895,-1.263508,2.7,0.0–0.1;0.3,03:00;06:00–09:30,09:00
BALI,QQQ,0.97,0.61,0.39,0.213846,-2.231538,,0.0–0.1,,09:00
BALL,IWM,0.54,0.44,0.69,0.464348,-0.404058,0.3;0.8,0.1–0.2,,09:00
BAM,SPY,0.9,1.5,0.76,-0.236842,-0.085526,1.1;2.7,0.0,03:00,09:00
BANC,KRE,0.93,1.17,0.85,-0.022706,-0.445294,0.4,0.2–0.3,,09:00
BAND,IWM,0.91,1.16,1.01,0.459406,-0.722772,1.3,0.2,,09:00
BANF,KRE,0.86,0.74,0.45,0.142667,-1.733778,1.1,0.1;0.6,,09:00
BANR,KRE,0.92,0.78,0.5,0.2512,-0.4752,0.2;0.6;1.0,0.1–0.2,,09:00
BAP,SPY,0.64,0.61,0.94,0.366809,-0.565,0.5,0.3–0.4,,09:00
BAR,IWM,0.53,0.82,1.0,0.2992,-1.431,0.2–0.4,0.1–0.2;0.4,00:00;04:30,08:00;09:00
BASE,NONE,0.6,0.15,0.73,,,,,,
BATRA,IWM,0.6,0.15,0.73,0.708904,-0.85274,0.4,0.3,,09:00
BATRK,IWM,0.68,0.2,0.45,1.204444,-2.231111,0.6,0.2;0.6,,
BAX,IWM,0.55,0.35,2.0,0.397,-0.36775,0.2–0.3,0.2,,09:00
BBAR,SPY,0.72,2.44,6.39,0.579468,-0.294147,0.5;0.8,0.0;0.2,01:00;04:00,09:00
BBIO,IWM,0.76,0.38,1.3,0.766615,-0.218,0.2;0.6,0.0;0.3,04:30–09:30,08:30
BBJP,IWM,0.63,0.51,0.8,0.736,-0.679,0.7,0.2–0.3,,09:00
BBLU,SPY,0.94,0.78,0.43,0.367907,-0.787442,0.2,0.2,,09:00
BBNX,SPY,0.54,0.78,2.22,0.924595,-0.271081,0.4–0.5,0.0;0.2;0.4,,08:00;09:00
BBSI,IWM,0.72,0.34,0.46,1.688261,-0.857826,0.8,0.3,,
BBT,KRE,0.79,0.8,0.68,-0.111765,-0.526471,0.8–0.9,0.0–0.1;0.5,,
BBU,SPY,0.58,1.36,1.58,0.912911,-0.79443,2.7,0.2–0.3,02:30,09:00
BBUC,SPY,0.77,1.25,1.49,0.233221,-0.842282,0.5,0.1,,
BBVA,SPY,0.36,0.87,1.23,0.745203,-0.687398,0.2;0.4,0.1–0.2,01:30;03:00;06:00–09:30,06:00;08:00
BBW,SPY,0.84,1.55,2.6,0.446923,-0.420385,0.9,0.0–0.1;0.3,00:00;01:30,09:00
BBWI,IWM,0.74,0.58,1.14,0.186842,-0.465263,0.2–0.4;0.6–0.7,0.0–0.3,00:00;03:00,08:30
BBY,IWM,0.78,0.61,0.93,0.353118,-0.212796,0.2–0.6,0.0–0.1;0.5,,09:00
BBYY,IWM,0.81,1.07,1.73,,,,,,
BC,IWM,0.85,1.0,0.92,0.336957,-0.434783,0.3;0.6,0.1,,09:00
BCAL,XLF,0.85,1.34,0.66,2.308485,-0.592121,0.8;2.7,0.0;0.2;0.4,,09:00
BCAT,SPY,0.83,0.67,0.35,-0.314286,-0.056286,0.4,0.0–0.1,01:00;03:30;04:30–09:30,07:00;08:00;09:00
BCAX,IWM,0.7,0.86,1.38,-0.011449,-0.094348,2.7,0.2;0.5,02:30,09:00
BCC,IWM,0.56,0.53,1.12,0.129821,-0.207768,0.2,0.1–0.2,,
BCCC,IWM,0.76,1.16,1.33,0.298647,-0.609023,0.4,0.4,,09:00
BCE,IWM,0.54,0.34,0.58,0.777241,-0.745517,0.7,0.2;0.4,,09:00
BCH,SPY,0.84,0.91,0.69,0.676812,-0.070145,1.0,0.0–0.2,,09:00
BCI,IWM,0.52,0.16,0.49,0.730612,-1.943673,0.6;0.8,0.2;0.4,,09:00
BCIC,BITO,0.22,0.08,0.59,4.211525,-2.749153,,,,09:00
BCO,IWM,0.78,0.54,0.58,0.674483,-0.945517,0.3,0.0;0.2–0.3,,
BCPC,IWM,0.64,0.36,0.38,0.878947,-0.597895,0.9,0.6–0.7,,
BCS,SPY,0.68,1.14,1.27,0.290709,-0.241732,0.2–0.4,0.2–0.4,01:30;03:00–03:30;04:30;05:30;07:00,04:30
BCSF,XLF,0.69,0.42,0.42,0.400476,-0.386667,0.5,0.1;0.3–0.4,,09:00
BDC,IWM,0.94,1.0,0.85,0.494118,0.105882,0.2,0.0;0.2,,09:00
BDCI,SPY,0.87,0.1,11632.74,,,,,,
BDVG,IWM,0.49,0.14,0.36,,,,,,
BDX,IWM,0.33,0.13,0.93,0.644946,-0.446559,0.2,0.2,04:00–09:30,09:00
BE,IWM,0.89,3.8,4.79,2.383299,-0.334029,0.2–0.7;1.3,0.0;0.2–0.4;0.6,00:00;01:00–01:30;03:00–06:00;07:00;08:00–09:30,08:00
BEAM,IWM,0.75,1.27,1.76,-0.835739,-0.114375,0.2;0.5–0.6;0.8–1.0;1.7–1.8,0.0–0.1;0.3–0.4,00:00–00:30;01:30–03:30;07:30–09:30,09:00
BEGS,IWM,0.74,2.94,2.77,-0.217184,-9.4823105,,,,09:00
BEKE,SPY,0.53,1.49,1.58,0.252089,-1.728924,2.0,0.0;0.2,00:00–01:00;02:00–02:30;07:00–09:30,09:00
BELFB,SPY,0.85,1.63,0.86,0.975116,-0.692442,2.7,0.0–0.1,,
BEN,SPY,0.81,1.1,0.6,0.528333,-1.705,0.7–0.8;1.3,0.1–0.2;0.4,03:00–09:30,09:00
BEP,SPY,0.8,0.7,1.18,0.320339,0.378814,0.2;0.4–0.6,0.0–0.3,02:30,09:00
BEPC,IWM,0.85,0.76,1.07,0.300187,-0.117383,0.7–0.9,0.0;0.3,04:30–09:30,09:00
BETA,SPY,1.0,1.55,1.89,,-1.228307,,,,
BETE,IWM,0.66,3.34,2.36,,-8.314364000000001,,,,
BETH,QQQ,0.83,2.39,1.93,,-7.533005,,,,
BETR,SPY,0.59,3.01,5.68,-0.365335,-0.658732,1.0;2.7,0.1;0.4,02:00;03:30,08:30–09:00
BETZ,IWM,0.74,0.55,0.64,0.905469,-1.136719,,0.4,,
BF.A,IWM,0.34,0.19,0.74,0.448378,-0.554324,0.3,0.2,,09:00
BF.B,IWM,0.51,0.51,0.85,0.803294,-0.658588,0.4–0.6,0.0;0.2,04:30–09:30,09:00
BFAM,SPY,0.02,0.0,1.19,0.478992,-0.453782,,,,
BFC,KRE,0.93,0.73,0.49,1.259592,-0.672449,0.9;2.7,0.0–0.2,,09:00
BFH,SPY,0.89,1.23,0.86,-0.302674,-0.486395,0.8;1.0,0.3,,
BG,IWM,0.52,0.25,1.1,0.35,-0.463636,0.3–0.4,0.2;0.4,03:30–09:30,08:00
BGL,GDX,0.28,0.45,2.37,0.695992,-0.066667,0.6,0.8,03:30;04:30–09:30,09:00
BGLD,IWM,0.25,0.36,0.48,1.30375,-1.1516665,,,,
BGMS,IWM,0.26,0.0,3.16,0.300633,-0.424051,0.2,0.7,,08:30
BHF,XLF,0.77,1.14,4.63,1.6249244999999999,-0.186955,0.3,,,
BHLB,NONE,0.74,0.92,1.25,,,,,,
BHP,IWM,0.74,0.92,1.25,0.4976,-0.84896,0.2–0.4;0.6,0.1–0.3;0.8,00:00;03:00–04:30;05:30,05:00;08:30
BHRB,KRE,0.84,0.73,0.57,1.125439,-1.513684,0.7,0.2;0.4,,
BHVN,IWM,0.61,1.51,5.63,-0.019218,-0.357034,0.2–0.8,0.0–0.1;0.3–0.4;0.6,00:00;01:00;02:30;03:30;05:00–05:30;06:30–09:30,09:00
BIB,QQQ,0.76,1.23,1.04,0.952692,-0.6484615,,,,09:00
BIDU,KWEB,0.83,1.47,2.5,0.33312,-0.64128,0.2–0.6,0.0;0.2;0.5;1.1,00:00–00:30;01:30;03:00–03:30;07:30,03:00;08:00
BIGY,SPY,0.94,1.04,0.5,1.0352,,,,,
BIIB,IWM,0.31,0.24,0.82,0.706829,-0.802439,0.2,0.0–0.2,,09:00
BIL,SPY,0.15,0.03,0.01,17.09,-54.96,2.7,0.0–0.1,00:00;01:00;03:00;04:00,09:00
BILI,KWEB,0.77,1.33,2.85,0.223193,-0.77393,0.2–0.3;0.8–0.9,0.0,00:00;01:00;02:00,09:00
BILL,IWM,0.84,1.03,2.27,0.202863,-0.118414,0.2–0.4;0.6,0.0–0.1;0.4,00:00;05:30;06:30–09:30,09:00
BILS,IWM,-0.09,0.0,0.01,28.0,-31.0,2.7,0.2–0.3,,09:00
BINC,SPY,0.72,0.12,0.08,2.155,-7.425,2.7,0.0,,09:00
BIO,IWM,0.69,0.56,0.77,0.540779,-0.189091,0.6,0.2,,09:00
BIP,SPY,0.52,0.38,0.62,0.294839,-0.944516,0.2–0.3,0.0–0.2,,08:30
BIPC,IWM,0.71,0.5,0.44,1.125,-0.727273,1.2,0.2–0.3,,09:00
BIRK,IWM,0.64,0.66,0.92,0.512826,-0.517174,0.4–0.7,0.1–0.4,,08:30
BIT,QQQ,0.55,0.25,0.51,0.529412,-1.696078,0.6,0.2,,08:30
BITB,IWM,0.73,1.95,1.85,1.887838,-1.81973,0.8,0.1–0.2,00:30,08:30–09:00
BITC,IWM,0.3,0.14,0.95,1.406526,-0.438526,,,,
BITI,SPY,-0.67,-2.61,1.86,2.678978,-3.026613,0.2,0.0;0.2–0.3,00:00;02:00;04:30,09:00
BITK,IWM,0.69,1.9,2.05,0.619024,-1.612927,,,,
BITO,IWM,0.73,2.01,1.86,1.82172,-2.336129,0.2–0.4;0.7,0.1;0.3,00:00;01:30,06:00;09:00
BITQ,IWM,0.92,2.94,2.11,2.096398,-2.420758,2.7,0.1;0.3,,09:00
BITS,QQQ,0.86,3.17,2.33,3.67794,-2.220644,,,,
BITU,IWM,0.73,4.02,3.66,4.122022,-4.095027,0.4–0.5,0.1,00:00;01:00–01:30;04:30,08:30–09:00
BITX,IWM,0.78,4.0,3.71,4.024259,-4.442049,0.2–0.3;0.5–0.6,0.1–0.3,00:00;01:00;02:00;04:30,02:30;08:30–09:00
BITY,IWM,0.74,1.84,1.74,0.70046,-1.5234485,,,,
BIV,SPY,0.47,0.1,0.16,3.36875,-3.65625,1.2,0.0–0.1,,08:00
BIZD,IWM,0.76,0.35,0.31,0.712903,-2.841935,1.2,0.1–0.2,,08:30–09:00
BJ,IWM,-0.46,-0.15,1.05,0.623333,-0.917143,0.2–0.3,0.2,04:00–09:30,09:00
BJRI,IWM,0.76,0.69,2.65,0.437358,-0.221132,0.2,,,
BK,XLF,0.88,0.96,0.49,0.550204,-0.319184,0.4;0.8,0.0–0.2;0.4,03:30–09:30,09:00
BKCH,IWM,0.91,3.48,2.79,3.346237,-3.564731,2.7,0.1;0.4,,09:00
BKE,SPY,0.79,0.97,0.69,0.072754,-0.462029,2.7,0.3–0.4,,09:00
BKH,IWM,0.23,0.08,0.41,1.227317,-1.706341,0.8,0.2,,
BKIE,NONE,0.75,0.13,0.06,,,,,,
BKLN,SPY,0.75,0.13,0.06,8.166667,-8.783333,2.7,0.0–0.1,04:00;06:00–09:30,09:00
BKNG,SPY,0.58,0.33,0.53,0.350189,-1.020189,0.2,0.0,02:30–03:00,03:00;09:00
BKNU,SPY,0.42,1.18,1.93,1.047202,,,,,
BKR,XLE,0.94,1.18,0.71,0.653239,-0.656056,0.5–0.7;0.9–1.0;2.1,0.2–0.3;0.6,03:30,08:30
BKSY,IWM,0.92,3.0,3.45,0.550725,-1.544928,2.7,0.0–0.4,03:00;06:00–09:30,09:00
BKTI,SPY,0.6,1.09,3.13,0.182716,-0.238211,0.6,0.0–0.1,,09:00
BKU,KRE,0.94,1.14,0.71,0.862254,-0.281408,0.5;0.8–0.9;1.2,0.4–0.5,,09:00
BL,IWM,0.82,0.58,1.28,0.177969,-0.2275,0.6,0.2–0.3,,09:00
BLBD,IWM,0.89,0.69,0.76,-0.094605,-0.410658,0.9,0.1,03:30–09:30,09:00
BLCN,NONE,0.75,0.48,0.97,,,,,,
BLCO,IWM,0.75,0.48,0.97,0.485361,-0.383918,0.7;1.1,0.1–0.2,,09:00
BLD,SPY,0.74,0.84,0.93,0.029677,-0.917419,0.3,0.0;0.2,,09:00
BLDR,IWM,0.62,1.12,1.16,0.144483,-1.3,0.2;0.6;0.9,0.1–0.4,00:00–00:30;03:30–09:30,09:00
BLFS,IWM,0.85,0.79,0.77,0.231429,-0.746104,0.5;0.7,0.3,,09:00
BLK,XLF,0.87,1.52,0.56,0.39,-1.302143,2.7,0.0;0.2;0.5,,09:00
BLKB,IWM,0.76,0.43,0.72,0.52625,-0.482222,0.6,0.3,,
BLOK,IWM,0.93,1.9,1.48,0.637838,-2.008784,1.0,0.0,02:00;06:00–09:30,09:00
BLOX,QQQ,0.94,2.82,2.0,3.1761,0.2593,2.7,0.1;0.4,00:00;01:00;02:00;03:00–03:30;04:30;07:30,09:00
BLSG,IWM,0.65,8.42,4.99,7.156673,,,,,
BLSH,IWM,0.74,2.19,2.62,0.378321,-0.904542,0.2–0.5;0.9;1.4,0.0–0.5,00:00;01:00;02:00–02:30;04:00–04:30;07:00–09:30,08:30–09:00
BLSX,IWM,0.88,10.06,7.04,9.456335,,,,,
BLV,QQQ,0.3,0.29,0.35,0.795429,-3.290571,0.8,0.1–0.2,,09:00
BLX,XLF,0.84,1.13,0.39,0.087949,0.026154,2.7,0.2,,09:00
